,bitscore,annotation
no_accession_number1300|Cas12n|blastp_CasPedia,791.4,cas12n
no_accession_number1301|Cas12n|blastp_CasPedia,770.2,cas12n
no_accession_number1302|Cas12n|blastp_CasPedia,791.4,cas12n
no_accession_number1303|Cas12n|blastp_CasPedia,770.2,cas12n
no_accession_number1304|Cas12n|blastp_CasPedia,791.4,cas12n
no_accession_number1305|Cas12n|blastp_CasPedia,794.1,cas12n
no_accession_number1306|Cas12n|blastp_CasPedia,794.1,cas12n
no_accession_number1307|Cas12n|blastp_CasPedia,801.0,cas12n
no_accession_number1308|Cas12n|blastp_CasPedia,801.0,cas12n
no_accession_number1309|Cas12n|blastp_CasPedia,796.3,cas12n
no_accession_number1310|Cas12n|blastp_CasPedia,801.0,cas12n
no_accession_number1311|Cas12n|blastp_CasPedia,792.3,cas12n
no_accession_number1312|Cas12n|blastp_CasPedia,792.3,cas12n
no_accession_number1313|Cas12n|blastp_CasPedia,800.1,cas12n
no_accession_number1314|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1315|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1316|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1317|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1318|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1319|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1320|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1321|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1322|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1323|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1324|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1325|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1326|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1327|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1328|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1329|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1330|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1331|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1332|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1333|Cas12n|blastp_CasPedia,795.3,cas12n
no_accession_number1334|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1335|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1336|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1337|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1338|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1339|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1340|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1341|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1342|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1343|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1344|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number1345|Cas12n|blastp_CasPedia,795.3,cas12n
no_accession_number1346|Cas12n|blastp_CasPedia,795.3,cas12n
no_accession_number1347|Cas12n|blastp_CasPedia,763.8,cas12n
no_accession_number1348|Cas12n|blastp_CasPedia,799.2,cas12n
no_accession_number1349|Cas12n|blastp_CasPedia,799.2,cas12n
no_accession_number1350|Cas12n|blastp_CasPedia,799.2,cas12n
no_accession_number1351|Cas12n|blastp_CasPedia,799.2,cas12n
no_accession_number1352|Cas12n|blastp_CasPedia,799.2,cas12n
no_accession_number1353|Cas12n|blastp_CasPedia,799.2,cas12n
no_accession_number1354|Cas12n|blastp_CasPedia,797.2,cas12n
no_accession_number1355|Cas12n|blastp_CasPedia,797.2,cas12n
no_accession_number1356|Cas12n|blastp_CasPedia,767.3,cas12n
no_accession_number1357|Cas12n|blastp_CasPedia,767.3,cas12n
no_accession_number1358|Cas12n|blastp_CasPedia,767.3,cas12n
no_accession_number1359|Cas12n|blastp_CasPedia,794.3,cas12n
no_accession_number1360|Cas12n|blastp_CasPedia,796.7,cas12n
no_accession_number1361|Cas12n|blastp_CasPedia,794.1,cas12n
no_accession_number1362|Cas12n|blastp_CasPedia,794.1,cas12n
no_accession_number1363|Cas12n|blastp_CasPedia,794.1,cas12n
no_accession_number1364|Cas12n|blastp_CasPedia,794.1,cas12n
no_accession_number1365|Cas12n|blastp_CasPedia,794.1,cas12n
no_accession_number1366|Cas12n|blastp_CasPedia,787.6,cas12n
no_accession_number1367|Cas12n|blastp_CasPedia,800.3,cas12n
no_accession_number1368|Cas12n|blastp_CasPedia,787.4,cas12n
no_accession_number1369|Cas12n|blastp_CasPedia,794.7,cas12n
no_accession_number1370|Cas12n|blastp_CasPedia,794.7,cas12n
no_accession_number1371|Cas12n|blastp_CasPedia,794.7,cas12n
no_accession_number1372|Cas12n|blastp_CasPedia,794.7,cas12n
no_accession_number1373|Cas12n|blastp_CasPedia,794.7,cas12n
no_accession_number1374|Cas12n|blastp_CasPedia,783.8,cas12n
no_accession_number1375|Cas12n|blastp_CasPedia,794.7,cas12n
no_accession_number1376|Cas12n|blastp_CasPedia,794.7,cas12n
no_accession_number1377|Cas12n|blastp_CasPedia,794.7,cas12n
no_accession_number1378|Cas12n|blastp_CasPedia,794.7,cas12n
no_accession_number1379|Cas12n|blastp_CasPedia,794.7,cas12n
no_accession_number1380|Cas12n|blastp_CasPedia,787.7,cas12n
no_accession_number1381|Cas12n|blastp_CasPedia,787.7,cas12n
no_accession_number1382|Cas12n|blastp_CasPedia,794.1,cas12n
no_accession_number1383|Cas12n|blastp_CasPedia,793.0,cas12n
no_accession_number1384|Cas12n|blastp_CasPedia,793.0,cas12n
no_accession_number1385|Cas12n|blastp_CasPedia,795.9,cas12n
no_accession_number1386|Cas12n|blastp_CasPedia,795.9,cas12n
no_accession_number1387|Cas12n|blastp_CasPedia,795.9,cas12n
no_accession_number1388|Cas12n|blastp_CasPedia,795.9,cas12n
no_accession_number1389|Cas12n|blastp_CasPedia,795.9,cas12n
no_accession_number1390|Cas12n|blastp_CasPedia,798.5,cas12n
no_accession_number1391|Cas12n|blastp_CasPedia,798.5,cas12n
no_accession_number1392|Cas12n|blastp_CasPedia,798.5,cas12n
no_accession_number1393|Cas12n|blastp_CasPedia,798.5,cas12n
no_accession_number1394|Cas12n|blastp_CasPedia,798.5,cas12n
no_accession_number1395|Cas12n|blastp_CasPedia,798.5,cas12n
no_accession_number1396|Cas12n|blastp_CasPedia,798.5,cas12n
no_accession_number1397|Cas12n|blastp_CasPedia,798.5,cas12n
no_accession_number1398|Cas12n|blastp_CasPedia,798.5,cas12n
no_accession_number1399|Cas12n|blastp_CasPedia,754.5,cas12n
no_accession_number1400|Cas12n|blastp_CasPedia,791.3,cas12n
no_accession_number1401|Cas12n|blastp_CasPedia,790.9,cas12n
no_accession_number1402|Cas12n|blastp_CasPedia,790.9,cas12n
no_accession_number1403|Cas12n|blastp_CasPedia,790.9,cas12n
no_accession_number1404|Cas12n|blastp_CasPedia,790.9,cas12n
no_accession_number1405|Cas12n|blastp_CasPedia,790.9,cas12n
no_accession_number1406|Cas12n|blastp_CasPedia,790.9,cas12n
no_accession_number1407|Cas12n|blastp_CasPedia,790.9,cas12n
no_accession_number1408|Cas12n|blastp_CasPedia,790.9,cas12n
no_accession_number1409|Cas12n|blastp_CasPedia,790.9,cas12n
no_accession_number1410|Cas12n|blastp_CasPedia,790.6,cas12n
no_accession_number1411|Cas12n|blastp_CasPedia,760.1,cas12n
no_accession_number1412|Cas12n|blastp_CasPedia,760.1,cas12n
no_accession_number1413|Cas12n|blastp_CasPedia,760.1,cas12n
no_accession_number1414|Cas12n|blastp_CasPedia,760.1,cas12n
no_accession_number1415|Cas12n|blastp_CasPedia,760.1,cas12n
no_accession_number1416|Cas12n|blastp_CasPedia,756.0,cas12n
no_accession_number1417|Cas12n|blastp_CasPedia,741.5,cas12n
no_accession_number1418|Cas12n|blastp_CasPedia,741.5,cas12n
no_accession_number1419|Cas12n|blastp_CasPedia,755.0,cas12n
no_accession_number1420|Cas12n|blastp_CasPedia,755.0,cas12n
no_accession_number1421|Cas12n|blastp_CasPedia,755.0,cas12n
no_accession_number1422|Cas12n|blastp_CasPedia,755.0,cas12n
no_accession_number1423|Cas12n|blastp_CasPedia,755.0,cas12n
no_accession_number1424|Cas12n|blastp_CasPedia,755.0,cas12n
no_accession_number1425|Cas12n|blastp_CasPedia,758.1,cas12n
no_accession_number1426|Cas12n|blastp_CasPedia,751.8,cas12n
no_accession_number1427|Cas12n|blastp_CasPedia,735.4,cas12n
no_accession_number1428|Cas12u|blastp_CasPedia,968.5,cas12f
no_accession_number1429|Cas12d|blastp_CasPedia,1267.9,cas12d
no_accession_number1430|Cas12a|blastp_CasPedia,1241.8,cas12a
no_accession_number1431|Cas12a|blastp_CasPedia,1097.0,cas12a
no_accession_number1432|Cas12a|blastp_CasPedia,1097.0,cas12a
no_accession_number1433|Cas12a|blastp_CasPedia,1097.0,cas12a
no_accession_number1434|Cas12a|blastp_CasPedia,1097.0,cas12a
no_accession_number1435|Cas12a|blastp_CasPedia,1097.0,cas12a
no_accession_number1436|Cas12a|blastp_CasPedia,1097.0,cas12a
no_accession_number1437|Cas12a|blastp_CasPedia,1097.0,cas12a
no_accession_number1438|Cas12a|blastp_CasPedia,1097.0,cas12a
no_accession_number1439|Cas12a|blastp_CasPedia,1097.0,cas12a
no_accession_number1440|Cas12a|blastp_CasPedia,1097.0,cas12a
no_accession_number1441|Cas12a|blastp_CasPedia,1097.0,cas12a
no_accession_number1442|Cas12a|blastp_CasPedia,1097.0,cas12a
no_accession_number1443|Cas12a|blastp_CasPedia,1097.0,cas12a
no_accession_number1444|Cas12a|blastp_CasPedia,1097.0,cas12a
no_accession_number1445|Cas12a|blastp_CasPedia,1097.0,cas12a
no_accession_number1446|Cas12a|blastp_CasPedia,1096.6,cas12a
no_accession_number1447|Cas12a|blastp_CasPedia,1095.9,cas12a
no_accession_number1448|Cas12a|blastp_CasPedia,1095.9,cas12a
no_accession_number1449|Cas12a|blastp_CasPedia,1096.1,cas12a
no_accession_number1450|Cas12a|blastp_CasPedia,1049.5,cas12a
no_accession_number1451|Cas12a|blastp_CasPedia,951.1,cas12a
no_accession_number1452|Cas12a|blastp_CasPedia,950.3,cas12a
no_accession_number1453|Cas12a|blastp_CasPedia,945.2,cas12a
no_accession_number1454|Cas12a|blastp_CasPedia,1581.6,cas12a
no_accession_number1455|Cas12a|blastp_CasPedia,1581.6,cas12a
no_accession_number1456|Cas12a|blastp_CasPedia,1581.6,cas12a
no_accession_number1457|Cas12k|blastp_CasPedia,1143.3,cas12k
no_accession_number1458|Cas12k|blastp_CasPedia,1195.2,cas12k
no_accession_number1459|Cas12k|blastp_CasPedia,1176.3,cas12k
no_accession_number1460|Cas12k|blastp_CasPedia,1182.8,cas12k
no_accession_number1461|Cas12k|blastp_CasPedia,1182.8,cas12k
no_accession_number1462|Cas12k|blastp_CasPedia,1182.8,cas12k
no_accession_number1463|Cas12k|blastp_CasPedia,1182.8,cas12k
no_accession_number1464|Cas12k|blastp_CasPedia,1182.8,cas12k
no_accession_number1465|Cas12k|blastp_CasPedia,1182.8,cas12k
no_accession_number1466|Cas12k|blastp_CasPedia,1182.8,cas12k
no_accession_number1467|Cas12k|blastp_CasPedia,1182.8,cas12k
no_accession_number1468|Cas12k|blastp_CasPedia,1182.8,cas12k
no_accession_number1469|Cas12k|blastp_CasPedia,1182.8,cas12k
no_accession_number1470|Cas12k|blastp_CasPedia,1182.8,cas12k
no_accession_number1471|Cas12k|blastp_CasPedia,1169.2,cas12k
no_accession_number1472|Cas12k|blastp_CasPedia,1166.2,cas12k
no_accession_number1473|Cas12k|blastp_CasPedia,1181.2,cas12k
no_accession_number1474|Cas12k|blastp_CasPedia,1169.4,cas12k
no_accession_number1475|Cas12k|blastp_CasPedia,1283.5,cas12k
no_accession_number1476|Cas12k|blastp_CasPedia,1283.5,cas12k
no_accession_number1477|Cas12k|blastp_CasPedia,1283.5,cas12k
no_accession_number1478|Cas12k|blastp_CasPedia,1283.5,cas12k
no_accession_number1479|Cas12k|blastp_CasPedia,1283.5,cas12k
no_accession_number1480|Cas12k|blastp_CasPedia,1283.5,cas12k
no_accession_number1481|Cas12k|blastp_CasPedia,1283.5,cas12k
no_accession_number1482|Cas12k|blastp_CasPedia,1283.5,cas12k
no_accession_number1483|Cas12k|blastp_CasPedia,1283.5,cas12k
no_accession_number1484|Cas12k|blastp_CasPedia,1283.5,cas12k
no_accession_number1485|Cas12k|blastp_CasPedia,1302.3,cas12k
no_accession_number1486|Cas12k|blastp_CasPedia,1300.4,cas12k
no_accession_number1487|Cas12k|blastp_CasPedia,1270.9,cas12k
no_accession_number1488|Cas12k|blastp_CasPedia,1203.8,cas12k
no_accession_number1489|Cas12k|blastp_CasPedia,1182.7,cas12k
no_accession_number1490|Cas12k|blastp_CasPedia,1211.3,cas12k
no_accession_number1491|Cas12k|blastp_CasPedia,1263.1,cas12k
no_accession_number1492|Cas12k|blastp_CasPedia,1258.7,cas12k
no_accession_number1493|Cas12k|blastp_CasPedia,1353.3,cas12k
no_accession_number1494|Cas12k|blastp_CasPedia,1353.3,cas12k
no_accession_number1495|Cas12k|blastp_CasPedia,1353.3,cas12k
no_accession_number1496|Cas12k|blastp_CasPedia,1353.3,cas12k
no_accession_number1497|Cas12k|blastp_CasPedia,1353.3,cas12k
no_accession_number1498|Cas12k|blastp_CasPedia,1353.3,cas12k
no_accession_number1499|Cas12k|blastp_CasPedia,1312.2,cas12k
no_accession_number1500|Cas12k|blastp_CasPedia,1179.9,cas12k
no_accession_number1501|Cas12k|blastp_CasPedia,1179.9,cas12k
no_accession_number1502|Cas12k|blastp_CasPedia,1179.9,cas12k
no_accession_number1503|Cas12k|blastp_CasPedia,1191.3,cas12k
no_accession_number1504|Cas12k|blastp_CasPedia,1196.0,cas12k
no_accession_number1505|Cas12k|blastp_CasPedia,1243.3,cas12k
no_accession_number1506|Cas12c|blastp_CasPedia,1511.6,cas12c
no_accession_number1507|Cas12c|blastp_CasPedia,1511.6,cas12c
no_accession_number1508|Cas12c|blastp_CasPedia,1511.6,cas12c
no_accession_number1509|Cas12c|blastp_CasPedia,1511.6,cas12c
no_accession_number1510|Cas12f|blastp_CasPedia,625.5,cas12f
no_accession_number1511|Cas12f|blastp_CasPedia,625.5,cas12f
no_accession_number1512|Cas12k|blastp_CasPedia,854.4,cas12j
no_accession_number1513|Cas12k|blastp_CasPedia,648.5,cas12j
no_accession_number1514|Cas12b|blastp_CasPedia,1134.2,cas12b
no_accession_number1515|Cas12a|blastp_CasPedia,899.2,cas12a
no_accession_number1516|Cas12a|blastp_CasPedia,899.2,cas12a
no_accession_number1517|Cas12c|blastp_CasPedia,1051.2,cas12c
no_accession_number1518|Cas12c|blastp_CasPedia,1051.2,cas12c
no_accession_number1519|Cas12k|blastp_CasPedia,628.4,cas12j
no_accession_number1520|Cas12a|blastp_CasPedia,1820.8,cas12a
no_accession_number1521|Cas12a|blastp_CasPedia,1820.8,cas12a
no_accession_number1522|Cas12a|blastp_CasPedia,1820.8,cas12a
no_accession_number1523|Cas12a|blastp_CasPedia,1820.8,cas12a
no_accession_number1524|Cas12a|blastp_CasPedia,1820.8,cas12a
no_accession_number1525|Cas12a|blastp_CasPedia,1820.8,cas12a
no_accession_number1526|Cas12a|blastp_CasPedia,1820.8,cas12a
no_accession_number1527|Cas12a|blastp_CasPedia,1820.8,cas12a
no_accession_number1528|Cas12a|blastp_CasPedia,1820.8,cas12a
no_accession_number1529|Cas12a|blastp_CasPedia,1820.8,cas12a
no_accession_number1530|Cas12a|blastp_CasPedia,1820.8,cas12a
no_accession_number1531|Cas12a|blastp_CasPedia,1820.8,cas12a
no_accession_number1532|Cas12a|blastp_CasPedia,1820.8,cas12a
no_accession_number1533|Cas12a|blastp_CasPedia,1820.8,cas12a
no_accession_number1534|Cas12a|blastp_CasPedia,1820.8,cas12a
no_accession_number1535|Cas12a|blastp_CasPedia,1820.8,cas12a
no_accession_number1536|Cas12a|blastp_CasPedia,1820.8,cas12a
no_accession_number1537|Cas12a|blastp_CasPedia,1820.8,cas12a
no_accession_number1538|Cas12a|blastp_CasPedia,1813.7,cas12a
no_accession_number1539|Cas12a|blastp_CasPedia,1813.7,cas12a
no_accession_number1540|Cas12a|blastp_CasPedia,1813.7,cas12a
no_accession_number1541|Cas12a|blastp_CasPedia,1812.0,cas12a
no_accession_number1542|Cas12a|blastp_CasPedia,1813.7,cas12a
no_accession_number1543|Cas12a|blastp_CasPedia,1813.7,cas12a
no_accession_number1544|Cas12a|blastp_CasPedia,1814.1,cas12a
no_accession_number1545|Cas12a|blastp_CasPedia,1806.1,cas12a
no_accession_number1546|Cas12a|blastp_CasPedia,1812.9,cas12a
no_accession_number1547|Cas12a|blastp_CasPedia,1771.8,cas12a
no_accession_number1548|Cas12a|blastp_CasPedia,1657.2,cas12a
no_accession_number1549|Cas12a|blastp_CasPedia,1657.2,cas12a
no_accession_number1550|Cas12k|blastp_CasPedia,1353.3,cas12k
no_accession_number1551|Cas12k|blastp_CasPedia,1353.3,cas12k
no_accession_number1552|Cas12k|blastp_CasPedia,1353.3,cas12k
no_accession_number1553|Cas12k|blastp_CasPedia,1353.3,cas12k
no_accession_number1554|Cas12k|blastp_CasPedia,1353.3,cas12k
no_accession_number1555|Cas12k|blastp_CasPedia,1353.3,cas12k
no_accession_number1556|Cas12k|blastp_CasPedia,1300.4,cas12k
no_accession_number1557|Cas12k|blastp_CasPedia,1312.2,cas12k
no_accession_number1558|Cas12k|blastp_CasPedia,1272.4,cas12k
no_accession_number1559|Cas12k|blastp_CasPedia,1272.4,cas12k
no_accession_number1560|Cas12k|blastp_CasPedia,1272.4,cas12k
no_accession_number1561|Cas12k|blastp_CasPedia,1272.4,cas12k
no_accession_number1562|Cas12k|blastp_CasPedia,1272.4,cas12k
no_accession_number1563|Cas12k|blastp_CasPedia,1272.4,cas12k
no_accession_number1564|Cas12k|blastp_CasPedia,1272.4,cas12k
no_accession_number1565|Cas12k|blastp_CasPedia,1272.4,cas12k
no_accession_number1566|Cas12k|blastp_CasPedia,1272.4,cas12k
no_accession_number1567|Cas12k|blastp_CasPedia,1272.4,cas12k
no_accession_number1568|Cas12k|blastp_CasPedia,1302.3,cas12k
no_accession_number1569|Cas12k|blastp_CasPedia,1260.6,cas12k
no_accession_number1570|Cas12k|blastp_CasPedia,1252.8,cas12k
no_accession_number1571|Cas12k|blastp_CasPedia,1247.5,cas12k
no_accession_number1572|Cas12k|blastp_CasPedia,1234.1,cas12k
no_accession_number1573|Cas12k|blastp_CasPedia,1266.5,cas12k
no_accession_number1574|Cas12k|blastp_CasPedia,1185.7,cas12k
no_accession_number1575|Cas12k|blastp_CasPedia,1201.7,cas12k
no_accession_number1576|Cas12k|blastp_CasPedia,1164.5,cas12k
no_accession_number1577|Cas12k|blastp_CasPedia,1166.9,cas12k
no_accession_number1578|Cas12k|blastp_CasPedia,1159.9,cas12k
no_accession_number1579|Cas12k|blastp_CasPedia,1160.4,cas12k
no_accession_number1580|Cas12k|blastp_CasPedia,1173.3,cas12k
no_accession_number1581|Cas12k|blastp_CasPedia,1173.3,cas12k
no_accession_number1582|Cas12k|blastp_CasPedia,1173.3,cas12k
no_accession_number1583|Cas12k|blastp_CasPedia,1173.3,cas12k
no_accession_number1584|Cas12k|blastp_CasPedia,1173.3,cas12k
no_accession_number1585|Cas12k|blastp_CasPedia,1173.3,cas12k
no_accession_number1586|Cas12k|blastp_CasPedia,1173.3,cas12k
no_accession_number1587|Cas12k|blastp_CasPedia,1173.3,cas12k
no_accession_number1588|Cas12k|blastp_CasPedia,1173.3,cas12k
no_accession_number1589|Cas12k|blastp_CasPedia,1173.3,cas12k
no_accession_number1590|Cas12k|blastp_CasPedia,1173.3,cas12k
no_accession_number1591|Cas12k|blastp_CasPedia,1194.3,cas12k
no_accession_number1592|Cas12k|blastp_CasPedia,1173.8,cas12k
no_accession_number1593|Cas12k|blastp_CasPedia,1159.7,cas12k
no_accession_number1594|Cas12k|blastp_CasPedia,1171.7,cas12k
no_accession_number1595|Cas12k|blastp_CasPedia,1128.7,cas12k
no_accession_number1596|Cas12k|blastp_CasPedia,1173.7,cas12k
no_accession_number1597|Cas12k|blastp_CasPedia,1170.3,cas12k
no_accession_number1598|Cas12k|blastp_CasPedia,1186.3,cas12k
no_accession_number1599|Cas12k|blastp_CasPedia,1170.3,cas12k
no_accession_number1600|Cas12k|blastp_CasPedia,1170.3,cas12k
no_accession_number1601|Cas12k|blastp_CasPedia,1181.7,cas12k
no_accession_number1602|Cas12k|blastp_CasPedia,1178.0,cas12k
no_accession_number1603|Cas12k|blastp_CasPedia,1118.4,cas12k
no_accession_number1604|Cas12k|blastp_CasPedia,1118.4,cas12k
no_accession_number1605|Cas12k|blastp_CasPedia,1118.4,cas12k
no_accession_number1606|Cas12k|blastp_CasPedia,1118.4,cas12k
no_accession_number1607|Cas12l|blastp_CasPedia,409.0,cas12l
no_accession_number1608|Cas12l|blastp_CasPedia,409.0,cas12l
no_accession_number1609|Cas12l|blastp_CasPedia,409.0,cas12l
no_accession_number1610|Cas12l|blastp_CasPedia,409.0,cas12l
no_accession_number1611|Cas12l|blastp_CasPedia,409.0,cas12l
no_accession_number1612|Cas12l|blastp_CasPedia,409.0,cas12l
no_accession_number1613|Cas12l|blastp_CasPedia,409.0,cas12l
no_accession_number1614|Cas12l|blastp_CasPedia,409.0,cas12l
no_accession_number1615|Cas12l|blastp_CasPedia,409.0,cas12l
no_accession_number1616|Cas12l|blastp_CasPedia,409.0,cas12l
no_accession_number1617|Cas12l|blastp_CasPedia,409.0,cas12l
no_accession_number1618|Cas12l|blastp_CasPedia,409.0,cas12l
no_accession_number1619|Cas12l|blastp_CasPedia,409.0,cas12l
no_accession_number1620|Cas12l|blastp_CasPedia,409.0,cas12l
no_accession_number1621|Cas12l|blastp_CasPedia,409.0,cas12l
no_accession_number1622|Cas12l|blastp_CasPedia,409.0,cas12l
no_accession_number1623|Cas12l|blastp_CasPedia,409.0,cas12l
no_accession_number1624|Cas12l|blastp_CasPedia,409.0,cas12l
no_accession_number1625|Cas12l|blastp_CasPedia,409.0,cas12l
no_accession_number1626|Cas12f|blastp_CasPedia,402.0,cas12f
no_accession_number1627|Cas12f|blastp_CasPedia,402.0,cas12f
no_accession_number1628|Cas12f|blastp_CasPedia,28.1,cas12f
no_accession_number1629|Cas12f|blastp_CasPedia,28.1,cas12f
no_accession_number1630|Cas12f|blastp_CasPedia,28.1,cas12f
no_accession_number1631|Cas12f|blastp_CasPedia,28.1,cas12f
no_accession_number1632|Cas12f|blastp_CasPedia,28.1,cas12f
no_accession_number1633|Cas12f|blastp_CasPedia,12.8,cas12f
no_accession_number1634|Cas12f|blastp_CasPedia,402.6,cas12f
no_accession_number1635|Cas12f|blastp_CasPedia,402.6,cas12f
